store,sku,amount
Akron,DM1294,60.46 AUD
Nashua,DM1786,47.97 USD
Albany,DM1294,75.63 AUD
Yonkers,DM1182,35.92 USD
Buffalo,DM1537,37.78 EUR
Albany,DM1759,27.57 CAD
Utica,DM1537,15.04 USD
Scranton,DM1230,50.84 USD
Scranton,DM1541,16.73 CAD
Akron,DM1230,36.57 AUD
Buffalo,DM1294,83.32 AUD
Yonkers,DM1724,74.95 EUR
Buffalo,DM1210,64.25 AUD
Utica,DM1230,56.21 AUD
Albany,DM1294,91.23 AUD
Akron,DM1786,33.07 AUD
Utica,DM1182,87.81 USD
Yonkers,DM1759,26.01 CAD
Camden,DM1759,17.64 AUD
Utica,DM1210,25.02 EUR
Camden,DM1786,95.79 AUD
Akron,DM1786,90.53 CAD
Akron,DM1873,41.85 AUD
Yonkers,DM1873,93.99 EUR
Scranton,DM1537,79.73 EUR
Akron,DM1759,29.47 EUR
Scranton,DM1759,90.32 AUD
Buffalo,DM1230,36.65 AUD
Akron,DM1230,57.95 AUD
Akron,DM1541,76.70 AUD
Camden,DM1294,77.60 AUD
Camden,DM1724,88.71 USD
Utica,DM1541,57.13 EUR
Buffalo,DM1230,70.49 CAD
Yonkers,DM1294,76.67 CAD
Albany,DM1873,50.88 EUR
Akron,DM1873,98.67 AUD
Buffalo,DM1786,58.97 CAD
Utica,DM1724,89.58 EUR
Buffalo,DM1537,91.68 CAD
Utica,DM1294,80.61 USD
Akron,DM1724,13.94 CAD
Utica,DM1182,77.10 EUR
Yonkers,DM1786,37.14 AUD
Nashua,DM1541,58.80 CAD
Albany,DM1724,25.14 EUR
Nashua,DM1210,16.30 EUR
Utica,DM1537,38.70 CAD
Scranton,DM1182,11.09 USD
Buffalo,DM1759,95.59 USD
Camden,DM1786,64.89 AUD
Albany,DM1786,61.11 CAD
Albany,DM1182,59.57 AUD
Scranton,DM1294,51.56 EUR
Albany,DM1210,55.93 EUR
Yonkers,DM1210,69.21 AUD
Nashua,DM1537,90.30 CAD
Utica,DM1724,95.82 AUD
Buffalo,DM1294,50.38 EUR
Utica,DM1724,91.98 USD
Albany,DM1541,88.64 USD
Buffalo,DM1210,49.83 AUD
Camden,DM1537,70.38 CAD
Yonkers,DM1210,38.00 USD
Nashua,DM1230,55.10 CAD
Yonkers,DM1759,68.45 CAD
Buffalo,DM1724,54.28 EUR
Nashua,DM1294,66.04 CAD
Yonkers,DM1230,12.24 USD
Nashua,DM1759,94.78 AUD
Nashua,DM1294,67.08 USD
Nashua,DM1537,47.04 EUR
Albany,DM1724,30.84 USD
Camden,DM1873,62.12 EUR
Albany,DM1759,88.51 EUR
Utica,DM1230,45.38 AUD
Nashua,DM1294,25.44 AUD
Scranton,DM1182,33.46 AUD
Scranton,DM1724,57.92 CAD
Camden,DM1294,47.15 EUR
Albany,DM1182,91.49 USD
Yonkers,DM1294,40.36 USD
Buffalo,DM1759,91.76 CAD
Yonkers,DM1873,30.16 AUD
Akron,DM1210,65.18 AUD
Albany,DM1724,57.83 CAD
Camden,DM1724,17.29 EUR
Nashua,DM1724,93.55 CAD
Nashua,DM1786,54.72 EUR
Albany,DM1230,29.54 USD
Camden,DM1873,86.74 AUD
Akron,DM1786,65.78 CAD
Nashua,DM1294,88.99 EUR
Yonkers,DM1759,43.21 CAD
Nashua,DM1786,97.97 CAD
Albany,DM1294,63.93 CAD
Camden,DM1873,82.72 USD
Buffalo,DM1873,91.52 AUD
Akron,DM1541,36.41 USD
Nashua,DM1537,20.23 USD
Albany,DM1724,20.57 USD
Camden,DM1759,23.63 EUR
Nashua,DM1294,80.14 AUD
Camden,DM1537,30.75 USD
Camden,DM1541,94.49 CAD
Buffalo,DM1210,62.18 EUR
Scranton,DM1786,54.05 EUR
Yonkers,DM1724,61.35 CAD
Buffalo,DM1537,35.54 USD
Buffalo,DM1182,36.17 USD
Camden,DM1873,64.35 CAD
Akron,DM1786,84.76 USD
Akron,DM1759,22.78 USD
Utica,DM1541,73.16 AUD
Camden,DM1294,47.59 AUD
Nashua,DM1786,52.33 AUD
Nashua,DM1230,67.17 EUR
Albany,DM1230,40.77 EUR
Nashua,DM1873,45.01 USD
Buffalo,DM1541,97.27 EUR
Camden,DM1759,46.83 CAD
Yonkers,DM1210,10.29 USD
Buffalo,DM1230,28.65 USD
Scranton,DM1230,37.99 USD
Scranton,DM1537,16.08 EUR
Nashua,DM1759,27.59 CAD
Scranton,DM1182,62.55 EUR
Akron,DM1541,97.10 CAD
Albany,DM1873,15.77 USD
Akron,DM1873,93.08 AUD
Yonkers,DM1724,10.22 AUD
Scranton,DM1786,72.39 AUD
Scranton,DM1537,18.06 EUR
Utica,DM1541,36.51 AUD
Albany,DM1182,52.79 USD
Buffalo,DM1541,65.37 CAD
Nashua,DM1759,42.44 CAD
Akron,DM1230,19.87 USD
Nashua,DM1230,44.88 AUD
Camden,DM1873,61.20 USD
Yonkers,DM1537,29.81 AUD
Buffalo,DM1541,79.07 EUR
Camden,DM1759,76.04 EUR
Scranton,DM1724,74.33 AUD
Camden,DM1210,81.17 AUD
Yonkers,DM1230,16.60 CAD
Akron,DM1786,68.94 EUR
Camden,DM1210,18.08 CAD
Scranton,DM1541,76.11 CAD
Utica,DM1724,13.36 USD
Camden,DM1786,94.30 USD
Yonkers,DM1786,91.66 USD
Buffalo,DM1786,50.93 AUD
Camden,DM1724,56.97 CAD
Utica,DM1182,20.18 EUR
Yonkers,DM1873,16.40 USD
Scranton,DM1786,19.82 CAD
Akron,DM1182,92.98 AUD
Buffalo,DM1724,76.98 USD
Albany,DM1210,16.86 EUR
Scranton,DM1537,11.74 EUR
Camden,DM1724,64.23 USD
Yonkers,DM1541,91.11 USD
Buffalo,DM1210,31.57 CAD
Utica,DM1294,88.78 AUD
Akron,DM1541,22.23 CAD
Camden,DM1294,90.27 AUD
Akron,DM1210,35.74 CAD
Yonkers,DM1786,63.00 CAD
Buffalo,DM1541,33.67 USD
Scranton,DM1541,61.09 USD
Nashua,DM1537,89.10 EUR
Scranton,DM1759,33.72 CAD
Nashua,DM1786,81.93 CAD
Scranton,DM1230,53.60 CAD
Scranton,DM1210,85.97 EUR
Camden,DM1230,95.22 USD
Buffalo,DM1182,16.63 EUR
Yonkers,DM1294,31.06 CAD
Buffalo,DM1786,59.02 USD
Akron,DM1210,67.64 CAD
Scranton,DM1210,11.13 EUR
Albany,DM1541,16.57 USD
Buffalo,DM1786,54.25 AUD
Albany,DM1230,47.15 USD
Yonkers,DM1230,20.40 EUR
Utica,DM1210,80.17 EUR
Buffalo,DM1537,89.74 AUD
Albany,DM1786,96.77 AUD
Yonkers,DM1873,15.99 AUD
Akron,DM1294,18.25 EUR
Albany,DM1873,48.19 AUD
Scranton,DM1210,28.71 AUD
Yonkers,DM1541,76.07 EUR
Nashua,DM1182,32.01 CAD
Yonkers,DM1759,69.55 AUD
Nashua,DM1230,95.73 EUR
Camden,DM1873,76.23 AUD
Akron,DM1541,36.52 CAD
Scranton,DM1230,80.45 AUD
Camden,DM1182,52.88 EUR
Scranton,DM1537,28.58 AUD
Utica,DM1294,57.83 CAD
Buffalo,DM1873,14.65 EUR
Buffalo,DM1537,41.23 EUR
Utica,DM1873,80.56 CAD
Scranton,DM1759,55.48 AUD
Yonkers,DM1537,18.62 EUR
Utica,DM1537,50.08 AUD
Buffalo,DM1182,34.19 CAD
Scranton,DM1759,99.59 CAD
Utica,DM1182,52.19 USD
Albany,DM1873,50.72 EUR
Nashua,DM1294,36.47 USD
Buffalo,DM1786,45.24 USD
Utica,DM1537,44.27 EUR
Scranton,DM1294,99.77 USD
Yonkers,DM1873,28.28 USD
Utica,DM1294,77.68 EUR
Akron,DM1724,79.57 CAD
Akron,DM1294,21.76 CAD
Yonkers,DM1210,14.34 AUD
Nashua,DM1786,92.24 AUD
Nashua,DM1873,96.31 USD
Utica,DM1230,47.77 EUR
Yonkers,DM1537,34.21 CAD
Scranton,DM1294,36.94 EUR
Buffalo,DM1230,56.01 AUD
Nashua,DM1230,53.71 USD
Utica,DM1537,38.35 AUD
Nashua,DM1294,83.34 EUR
Buffalo,DM1230,94.16 USD
Nashua,DM1724,18.50 EUR
Scranton,DM1294,58.25 CAD
Camden,DM1541,18.97 AUD
Camden,DM1786,91.25 AUD
Akron,DM1294,49.54 EUR
Utica,DM1786,35.36 AUD
Nashua,DM1724,43.08 AUD
Akron,DM1294,31.94 AUD
Scranton,DM1230,34.04 AUD
Nashua,DM1724,14.82 EUR
Nashua,DM1541,70.67 AUD
Yonkers,DM1724,65.38 CAD
Yonkers,DM1230,43.45 AUD
Camden,DM1182,88.50 CAD
Yonkers,DM1182,59.22 AUD
Yonkers,DM1786,80.62 AUD
Camden,DM1182,26.25 EUR
Nashua,DM1759,46.34 CAD
Albany,DM1294,13.76 AUD
Yonkers,DM1541,44.41 CAD
Utica,DM1537,39.54 USD
Nashua,DM1294,82.34 CAD
Scranton,DM1182,77.40 USD
Akron,DM1786,68.69 USD
Nashua,DM1182,70.00 USD
Yonkers,DM1182,84.52 USD
Akron,DM1873,72.83 CAD
Yonkers,DM1873,43.24 AUD
Camden,DM1724,85.21 AUD
Scranton,DM1210,70.00 USD
Camden,DM1537,38.85 USD
Yonkers,DM1786,67.22 USD
Scranton,DM1873,37.32 CAD
Buffalo,DM1537,74.41 AUD
Albany,DM1294,22.29 USD
Albany,DM1294,98.50 CAD
Albany,DM1541,36.20 CAD
Yonkers,DM1210,66.30 USD
Scranton,DM1210,91.34 AUD
Camden,DM1294,31.49 USD
Scranton,DM1786,34.63 USD
Buffalo,DM1210,91.43 USD
Nashua,DM1230,16.76 EUR
Buffalo,DM1537,44.80 AUD
Camden,DM1230,96.99 CAD
Albany,DM1724,15.14 USD
Akron,DM1786,98.74 CAD
Scranton,DM1182,76.36 CAD
Utica,DM1182,79.09 AUD
Albany,DM1759,67.68 AUD
Nashua,DM1230,31.50 EUR
Yonkers,DM1759,16.34 EUR
Akron,DM1541,28.43 EUR
Utica,DM1182,63.80 USD
Yonkers,DM1182,72.84 EUR
Akron,DM1786,50.35 CAD
Akron,DM1210,75.40 USD
Camden,DM1230,52.54 EUR
Scranton,DM1294,41.18 EUR
Scranton,DM1724,43.25 AUD
Akron,DM1786,83.70 AUD
Nashua,DM1786,99.00 AUD
Yonkers,DM1541,45.04 EUR
Camden,DM1724,75.66 EUR
Scranton,DM1541,51.01 AUD
Scranton,DM1759,13.55 CAD
Utica,DM1873,26.40 CAD
Nashua,DM1541,88.88 USD
Nashua,DM1182,40.12 EUR
Nashua,DM1230,53.35 EUR
Scranton,DM1786,22.49 AUD
Buffalo,DM1182,11.19 AUD
Nashua,DM1759,74.93 CAD
Yonkers,DM1294,44.92 EUR
Buffalo,DM1182,43.36 CAD
Akron,DM1759,59.54 CAD
Buffalo,DM1541,47.64 EUR
Utica,DM1537,95.41 AUD
Utica,DM1759,12.12 EUR
Camden,DM1210,55.67 CAD
Scranton,DM1210,42.93 EUR
Akron,DM1759,88.52 AUD
Albany,DM1230,78.01 EUR
Scranton,DM1230,34.39 EUR
Scranton,DM1786,96.76 AUD
Albany,DM1786,86.78 EUR
Scranton,DM1210,79.08 CAD
Buffalo,DM1724,15.87 CAD
Akron,DM1724,51.65 AUD
Scranton,DM1541,70.67 CAD
Akron,DM1759,28.28 CAD
Buffalo,DM1537,76.76 USD
Scranton,DM1873,45.02 EUR
Albany,DM1724,42.74 AUD
Nashua,DM1873,40.26 USD
Scranton,DM1724,57.98 CAD
Buffalo,DM1873,96.51 USD
Akron,DM1537,82.04 CAD
Buffalo,DM1759,66.92 USD
Nashua,DM1786,20.44 CAD
Albany,DM1294,28.57 AUD
Scranton,DM1537,51.20 USD
Camden,DM1537,78.82 AUD
Albany,DM1724,27.36 USD
Utica,DM1230,10.01 AUD
Camden,DM1724,78.70 USD
Yonkers,DM1873,76.64 USD
Utica,DM1182,79.61 CAD
Yonkers,DM1210,89.62 CAD
Scranton,DM1786,18.26 CAD
Akron,DM1182,78.63 CAD
Camden,DM1873,40.15 CAD
Camden,DM1210,63.31 CAD
Albany,DM1724,24.40 USD
Scranton,DM1759,83.34 AUD
Nashua,DM1724,92.64 EUR
Nashua,DM1786,81.45 AUD
Camden,DM1182,37.94 EUR
Albany,DM1182,58.60 EUR
Akron,DM1759,41.77 AUD
Yonkers,DM1182,60.56 USD
Albany,DM1210,37.45 USD
Nashua,DM1210,81.72 EUR
Utica,DM1230,38.03 USD
Utica,DM1786,25.99 AUD
Nashua,DM1541,99.61 USD
Utica,DM1786,88.40 USD
Camden,DM1541,14.69 CAD
Nashua,DM1786,83.50 CAD
Nashua,DM1230,74.22 AUD
Utica,DM1759,50.16 USD
Utica,DM1759,40.17 AUD
Akron,DM1230,31.73 USD
Albany,DM1541,93.00 AUD
Albany,DM1786,75.63 AUD
Buffalo,DM1537,22.78 USD
Camden,DM1182,13.49 CAD
Nashua,DM1786,94.09 EUR
Camden,DM1873,46.69 CAD
Scranton,DM1294,59.26 AUD
Akron,DM1294,63.53 AUD
Utica,DM1537,39.22 EUR
Utica,DM1230,69.22 CAD
Buffalo,DM1759,89.40 CAD
Scranton,DM1786,97.91 USD
Albany,DM1759,96.65 EUR
Camden,DM1210,23.86 CAD
Nashua,DM1182,64.85 AUD
Albany,DM1724,90.17 AUD
Camden,DM1873,25.01 CAD
Scranton,DM1724,24.40 CAD
Buffalo,DM1873,40.89 USD
Albany,DM1724,23.78 AUD
Yonkers,DM1182,63.88 USD
Albany,DM1294,99.09 EUR
Albany,DM1873,44.52 CAD
Buffalo,DM1230,42.76 CAD
Buffalo,DM1537,23.45 EUR
Nashua,DM1294,95.71 USD
Albany,DM1724,49.88 CAD
Nashua,DM1873,49.37 USD
Utica,DM1786,18.15 CAD
Yonkers,DM1210,13.12 AUD
Camden,DM1537,42.96 EUR
Albany,DM1541,92.78 AUD
Albany,DM1210,30.12 AUD
Camden,DM1182,33.82 AUD
Camden,DM1786,88.84 EUR
Albany,DM1541,46.77 EUR
Yonkers,DM1786,36.61 CAD
Buffalo,DM1873,96.67 CAD
Yonkers,DM1541,76.62 AUD
Camden,DM1873,41.26 USD
Utica,DM1182,45.70 CAD
Utica,DM1724,37.08 USD
Akron,DM1210,42.33 EUR
Buffalo,DM1541,38.67 USD
Nashua,DM1786,17.33 EUR
Nashua,DM1759,70.92 USD
Scranton,DM1541,54.93 USD
Buffalo,DM1873,18.61 AUD
Albany,DM1724,92.22 USD
Yonkers,DM1537,49.88 USD
Utica,DM1182,61.51 AUD
Scranton,DM1210,76.11 EUR
Buffalo,DM1210,32.71 CAD
Camden,DM1210,75.69 AUD
Scranton,DM1182,91.49 CAD
Utica,DM1873,56.40 CAD
Yonkers,DM1294,17.24 AUD
Albany,DM1294,38.65 AUD
Scranton,DM1759,35.94 USD
Buffalo,DM1786,24.80 EUR
Yonkers,DM1294,85.58 CAD
Utica,DM1182,72.01 CAD
Camden,DM1541,89.86 CAD
Camden,DM1541,89.38 AUD
Yonkers,DM1537,52.48 AUD
Nashua,DM1786,86.03 AUD
Utica,DM1210,30.77 EUR
Scranton,DM1182,50.08 USD
Nashua,DM1541,66.92 USD
Akron,DM1210,95.94 CAD
Utica,DM1541,77.55 EUR
Scranton,DM1182,39.25 AUD
Akron,DM1724,43.46 CAD
Camden,DM1182,40.16 USD
Utica,DM1724,42.88 AUD
Yonkers,DM1294,86.97 USD
Nashua,DM1541,39.20 EUR
Albany,DM1724,33.69 AUD
Nashua,DM1541,70.57 EUR
Yonkers,DM1759,69.59 AUD
Nashua,DM1210,83.52 EUR
Yonkers,DM1759,83.59 AUD
Camden,DM1541,16.82 AUD
Albany,DM1541,39.20 CAD
Utica,DM1294,49.25 CAD
Akron,DM1759,93.45 USD
Akron,DM1182,56.22 AUD
Scranton,DM1537,52.54 EUR
Buffalo,DM1537,69.54 AUD
Camden,DM1873,63.85 AUD
Nashua,DM1873,48.40 EUR
Scranton,DM1873,41.73 CAD
Akron,DM1759,21.65 USD
Utica,DM1724,67.09 USD
Buffalo,DM1210,79.04 USD
Utica,DM1873,33.46 USD
Yonkers,DM1294,49.99 USD
Buffalo,DM1759,60.70 EUR
Utica,DM1294,64.63 USD
Camden,DM1182,23.62 EUR
Nashua,DM1759,38.54 AUD
Nashua,DM1537,57.87 USD
Nashua,DM1210,63.77 USD
Camden,DM1230,92.34 EUR
Akron,DM1541,39.35 USD
Buffalo,DM1541,72.25 AUD
Utica,DM1210,61.82 CAD
Utica,DM1294,38.33 CAD
Scranton,DM1210,57.43 EUR
Scranton,DM1182,61.54 CAD
Utica,DM1873,18.73 USD
Albany,DM1294,55.78 EUR
Buffalo,DM1873,13.40 EUR
Albany,DM1537,98.94 CAD
Buffalo,DM1786,14.06 USD
Nashua,DM1541,10.16 USD
Camden,DM1230,47.74 CAD
Utica,DM1230,89.82 EUR
Akron,DM1294,72.24 CAD
Nashua,DM1724,23.72 EUR
Akron,DM1182,34.13 EUR
Yonkers,DM1873,98.57 EUR
Yonkers,DM1537,16.80 CAD
Scranton,DM1873,43.49 AUD
Nashua,DM1537,12.08 AUD
Yonkers,DM1786,58.82 USD
Buffalo,DM1230,76.55 AUD
Camden,DM1210,31.06 CAD
Camden,DM1786,59.03 EUR
Yonkers,DM1541,15.94 CAD
Scranton,DM1724,82.51 USD
Yonkers,DM1759,70.59 CAD
Utica,DM1182,47.25 AUD
Nashua,DM1786,91.78 USD
Utica,DM1786,92.95 EUR
Camden,DM1294,95.21 EUR
Camden,DM1541,55.94 USD
Yonkers,DM1759,23.42 USD
Scranton,DM1294,44.29 AUD
Nashua,DM1230,46.57 AUD
Albany,DM1541,13.09 USD
Utica,DM1724,55.68 CAD
Buffalo,DM1873,95.39 EUR
Akron,DM1873,21.04 AUD
Yonkers,DM1786,90.59 USD
Albany,DM1294,28.82 EUR
Nashua,DM1230,50.27 AUD
Camden,DM1294,11.87 CAD
Utica,DM1724,14.14 CAD
Scranton,DM1294,13.94 USD
Albany,DM1210,94.80 AUD
Utica,DM1230,95.14 EUR
Albany,DM1759,62.83 EUR
Scranton,DM1537,81.49 AUD
Camden,DM1182,22.66 AUD
Yonkers,DM1294,32.75 AUD
Nashua,DM1294,38.77 CAD
Scranton,DM1759,27.41 USD
Utica,DM1210,81.09 CAD
Albany,DM1537,43.07 CAD
Yonkers,DM1724,12.80 EUR
Yonkers,DM1537,50.87 CAD
Scranton,DM1230,44.02 AUD
Camden,DM1873,91.49 EUR
Nashua,DM1541,22.99 AUD
Buffalo,DM1873,61.05 EUR
Albany,DM1537,62.11 EUR
Camden,DM1724,32.63 USD
Scranton,DM1786,67.39 AUD
Scranton,DM1724,98.70 AUD
Scranton,DM1294,94.27 USD
Albany,DM1786,96.37 AUD
Buffalo,DM1537,68.18 USD
Utica,DM1294,61.79 AUD
Akron,DM1210,72.23 USD
Nashua,DM1786,93.22 USD
Nashua,DM1873,44.13 EUR
Nashua,DM1294,88.50 USD
Buffalo,DM1210,94.53 CAD
Akron,DM1786,43.70 AUD
Akron,DM1182,68.36 AUD
Camden,DM1541,55.20 CAD
Albany,DM1724,42.37 AUD
Scranton,DM1230,22.51 USD
Nashua,DM1210,74.55 EUR
Yonkers,DM1294,20.28 AUD
Camden,DM1786,27.78 AUD
Scranton,DM1541,13.09 USD
Nashua,DM1786,45.19 AUD
Nashua,DM1210,52.07 EUR
Utica,DM1294,90.10 CAD
Albany,DM1294,28.67 EUR
Akron,DM1786,91.15 CAD
Albany,DM1786,34.00 USD
Akron,DM1724,41.23 AUD
Nashua,DM1182,57.05 CAD
Akron,DM1230,84.70 AUD
Yonkers,DM1182,51.43 CAD
Akron,DM1541,31.74 USD
Camden,DM1210,62.94 EUR
Buffalo,DM1230,44.66 CAD
Utica,DM1759,17.75 CAD
Albany,DM1873,70.07 EUR
Akron,DM1541,82.14 EUR
Albany,DM1873,74.08 AUD
Buffalo,DM1873,86.55 USD
Scranton,DM1210,37.53 EUR
Albany,DM1210,80.53 AUD
Akron,DM1759,51.40 AUD
Scranton,DM1294,88.79 EUR
Buffalo,DM1759,29.02 AUD
Buffalo,DM1294,22.24 EUR
Utica,DM1182,97.92 USD
Buffalo,DM1210,40.34 AUD
Yonkers,DM1294,48.04 USD
Yonkers,DM1182,12.95 USD
Akron,DM1182,38.87 EUR
Scranton,DM1786,98.06 CAD
Utica,DM1182,42.33 USD
Buffalo,DM1759,37.77 AUD
Utica,DM1541,95.82 AUD
Yonkers,DM1873,17.74 USD
Utica,DM1182,86.52 AUD
Yonkers,DM1873,48.87 EUR
Buffalo,DM1182,98.00 CAD
Scranton,DM1724,39.72 AUD
Camden,DM1786,17.77 EUR
Buffalo,DM1230,91.57 AUD
Buffalo,DM1182,30.73 EUR
Utica,DM1759,70.45 EUR
Akron,DM1537,64.26 AUD
Nashua,DM1541,27.84 CAD
Buffalo,DM1759,45.33 EUR
Albany,DM1182,31.75 AUD
Nashua,DM1786,61.75 CAD
Akron,DM1873,14.38 CAD
Akron,DM1541,99.83 CAD
Albany,DM1537,24.40 EUR
Yonkers,DM1210,37.95 USD
Akron,DM1230,47.53 EUR
Nashua,DM1294,91.07 CAD
Scranton,DM1786,52.07 EUR
Buffalo,DM1724,90.83 CAD
Buffalo,DM1537,76.19 CAD
Albany,DM1210,20.81 CAD
Scranton,DM1724,22.72 CAD
Akron,DM1182,38.99 EUR
Akron,DM1537,13.34 AUD
Yonkers,DM1294,59.58 USD
Yonkers,DM1294,24.47 USD
Camden,DM1541,82.63 CAD
Utica,DM1541,14.57 CAD
Nashua,DM1786,81.49 USD
Scranton,DM1230,46.10 EUR
Utica,DM1786,31.56 USD
Nashua,DM1210,57.10 USD
Buffalo,DM1210,64.86 CAD
Utica,DM1873,38.87 AUD
Nashua,DM1230,69.51 AUD
Camden,DM1786,31.58 AUD
Yonkers,DM1759,75.70 EUR
Scranton,DM1294,19.48 EUR
Nashua,DM1294,45.70 CAD
Nashua,DM1537,66.68 CAD
Yonkers,DM1182,66.96 USD
Albany,DM1210,37.32 EUR
Yonkers,DM1873,47.22 USD
Yonkers,DM1210,32.04 CAD
Yonkers,DM1786,91.68 USD
Buffalo,DM1230,42.40 CAD
Buffalo,DM1537,37.81 EUR
Scranton,DM1541,92.62 EUR
Albany,DM1182,73.98 AUD
Camden,DM1182,64.57 AUD
Yonkers,DM1230,45.22 EUR
Yonkers,DM1759,33.01 USD
Nashua,DM1724,64.69 AUD
Nashua,DM1210,69.30 USD
Camden,DM1230,77.98 AUD
Albany,DM1537,10.34 AUD
Nashua,DM1541,25.30 EUR
Camden,DM1759,62.52 USD
Yonkers,DM1541,73.71 CAD
Albany,DM1210,80.97 AUD
Yonkers,DM1230,49.90 CAD
Scranton,DM1537,68.79 USD
Scranton,DM1759,86.04 USD
Nashua,DM1724,59.23 AUD
Camden,DM1182,40.41 USD
Utica,DM1182,93.80 CAD
Albany,DM1230,63.41 EUR
Buffalo,DM1210,64.92 USD
Utica,DM1873,37.63 AUD
Buffalo,DM1786,64.63 USD
Scranton,DM1724,32.09 EUR
Buffalo,DM1537,61.72 CAD
Buffalo,DM1294,23.78 AUD
Buffalo,DM1537,80.45 CAD
Buffalo,DM1230,99.07 CAD
Akron,DM1537,89.01 CAD
Buffalo,DM1873,94.52 EUR
Nashua,DM1786,51.60 CAD
Camden,DM1786,14.70 CAD
Albany,DM1182,52.10 EUR
Scranton,DM1873,19.02 CAD
Nashua,DM1230,69.40 EUR
Camden,DM1724,14.00 USD
Akron,DM1537,72.37 EUR
Buffalo,DM1294,78.23 EUR
Camden,DM1873,96.41 CAD
Utica,DM1294,60.99 USD
Albany,DM1541,14.20 EUR
Nashua,DM1759,41.82 CAD
Camden,DM1230,12.45 AUD
Akron,DM1537,27.57 EUR
Yonkers,DM1786,60.63 CAD
Akron,DM1537,19.04 CAD
Akron,DM1541,24.47 CAD
Utica,DM1230,95.52 AUD
Camden,DM1759,43.66 USD
Yonkers,DM1873,46.27 AUD
Albany,DM1537,86.85 USD
Buffalo,DM1230,30.76 USD
Utica,DM1294,51.01 CAD
Camden,DM1294,41.78 EUR
Camden,DM1182,90.32 CAD
Akron,DM1786,26.14 USD
Scranton,DM1541,15.11 AUD
Yonkers,DM1724,24.33 USD
Camden,DM1182,15.78 AUD
Albany,DM1759,13.82 CAD
Yonkers,DM1537,97.14 CAD
Buffalo,DM1230,24.75 CAD
Scranton,DM1541,72.53 CAD
Yonkers,DM1541,38.07 CAD
Buffalo,DM1873,61.31 CAD
Scranton,DM1182,38.10 CAD
Akron,DM1541,73.10 USD
Utica,DM1759,17.47 AUD
Utica,DM1541,14.34 CAD
Scranton,DM1294,30.54 EUR
Yonkers,DM1210,36.33 EUR
Albany,DM1786,44.54 AUD
Camden,DM1294,15.71 USD
Scranton,DM1230,21.78 CAD
Nashua,DM1541,46.57 USD
Yonkers,DM1873,17.35 USD
Yonkers,DM1541,96.13 AUD
Scranton,DM1759,55.61 EUR
Albany,DM1182,33.85 AUD
Yonkers,DM1873,73.51 CAD
Scranton,DM1724,50.96 USD
Albany,DM1541,41.68 USD
Yonkers,DM1182,83.01 CAD
Akron,DM1294,16.11 AUD
Utica,DM1182,60.40 AUD
Yonkers,DM1786,41.27 AUD
Akron,DM1230,16.49 USD
Akron,DM1759,45.34 CAD
Albany,DM1759,54.29 AUD
Albany,DM1724,93.76 USD
Akron,DM1182,66.64 USD
Nashua,DM1294,96.16 EUR
Yonkers,DM1759,39.15 EUR
Albany,DM1786,76.86 USD
Buffalo,DM1873,45.01 AUD
Yonkers,DM1210,66.22 EUR
Utica,DM1230,27.99 CAD
Buffalo,DM1724,88.63 CAD
Utica,DM1541,12.06 USD
Scranton,DM1294,51.53 AUD
Camden,DM1210,70.74 AUD
Utica,DM1724,59.05 CAD
Akron,DM1786,30.15 EUR
Utica,DM1724,34.76 CAD
Camden,DM1230,89.50 USD
Nashua,DM1724,64.58 USD
Utica,DM1873,98.31 AUD
Utica,DM1724,74.26 CAD
Nashua,DM1294,25.44 EUR
Akron,DM1759,22.39 CAD
Albany,DM1759,41.25 AUD
Buffalo,DM1210,36.64 CAD
Camden,DM1210,29.81 CAD
Buffalo,DM1210,48.24 AUD
Scranton,DM1537,10.27 USD
Camden,DM1541,90.03 CAD
Albany,DM1724,26.50 AUD
Nashua,DM1541,83.42 CAD
Camden,DM1541,80.74 USD
Nashua,DM1724,35.67 EUR
Nashua,DM1724,98.40 CAD
Camden,DM1759,73.08 EUR
Yonkers,DM1873,58.72 EUR
Akron,DM1294,90.57 EUR
Nashua,DM1724,16.86 EUR
Nashua,DM1786,89.59 EUR
Nashua,DM1873,82.71 USD
Akron,DM1230,92.67 USD
Albany,DM1182,67.15 AUD
Nashua,DM1230,46.11 CAD
Camden,DM1759,79.62 CAD
Akron,DM1537,18.81 AUD
Buffalo,DM1724,21.03 CAD
Akron,DM1873,54.69 USD
Akron,DM1786,55.86 EUR
Scranton,DM1541,22.75 EUR
Utica,DM1873,38.11 USD
Yonkers,DM1230,91.31 EUR
Albany,DM1724,32.77 USD
Scranton,DM1724,49.72 AUD
Scranton,DM1759,70.97 AUD
Utica,DM1759,52.94 AUD
Akron,DM1541,37.27 AUD
Akron,DM1541,66.20 AUD
Buffalo,DM1210,21.12 EUR
Scranton,DM1786,47.95 AUD
Buffalo,DM1182,92.22 CAD
Albany,DM1294,66.28 USD
Yonkers,DM1873,34.89 CAD
Scranton,DM1724,84.15 EUR
Scranton,DM1724,42.28 AUD
Scranton,DM1873,69.00 CAD
Utica,DM1230,16.68 CAD
Utica,DM1724,29.64 AUD
Albany,DM1182,33.96 USD
Yonkers,DM1873,21.83 AUD
Nashua,DM1724,52.93 EUR
Akron,DM1541,66.80 CAD
Utica,DM1541,45.67 USD
Albany,DM1210,40.98 AUD
Camden,DM1786,85.79 AUD
